Encuesta|Elemento evaluado|Bloque|Código de Pregunta|Pregunta|Valor de Respuesta|Usuario|Respondido por
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Poco Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Poco Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Muy Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Poco Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Muy Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Muy Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Muy Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Muy Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Poco Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Poco Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Muy Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Muy Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|Muy Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Pertinentes||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10001|Si se realizaron salidas a campo, considera que fueron:|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Adecuado||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Alta||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Adecuado||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Excesiva||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Adecuado||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Alta||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Adecuado||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Alta||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Adecuado||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Alta||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Adecuado||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Excesiva||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Alta||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Adecuado||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Adecuado||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Adecuado||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Adecuado||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Alta||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|No Opina||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Adecuado||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Baja||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Adecuado||--
ENCUESTA CÁTEDRA|FISICA I (55.)|CATEDRAS|10002|¿Cómo considera que fueron las exigencias para regularizar y/o promover la asignatura?|Alta||--
